date,val
20-05-2020,132.706
20-05-2020,2857.235
20-05-2020,20.295
20-05-2020,730.333
20-05-2020,21.929
20-05-2020,19.727
20-05-2020,53.925
20-05-2020,29.891
20-05-2020,17.58
20-05-2020,17.044
20-05-2020,252
20-05-2020,15.375
20-05-2020,381.111
21-05-2020,1867.317
21-05-2020,130.006
21-05-2020,24.75
21-05-2020,6.98
21-05-2020,14.42
21-05-2020,54.14
21-05-2020,2.897
21-05-2020,31.34
21-05-2020,22.545
21-05-2020,5.229
21-05-2020,16.085
21-05-2020,387
21-05-2020,150.422
21-05-2020,788.529
21-05-2020,99.874
21-05-2020,179.184
21-05-2020,5.88
21-05-2020,35.991
21-05-2020,184.279
21-05-2020,192.278
21-05-2020,61.902
21-05-2020,77.776
21-05-2020,74.574
21-05-2020,85.843
21-05-2020,24.488
21-05-2020,309.4
21-05-2020,5.438
21-05-2020,92.931
21-05-2020,2079
21-05-2020,19.469
21-05-2020,8.995
21-05-2020,7.19
21-05-2020,41.717
21-05-2020,39.128
21-05-2020,317.984
21-05-2020,82.87
21-05-2020,49.197
21-05-2020,71.4
21-05-2020,127.826
21-05-2020,82.397
21-05-2020,79.235
21-05-2020,53.387
21-05-2020,4.456
21-05-2020,174.569
21-05-2020,228.2
21-05-2020,611.917
21-05-2020,101.657
21-05-2020,19.677
21-05-2020,11.623
21-05-2020,79.333
21-05-2020,800.313
21-05-2020,15.394
21-05-2020,134.75
21-05-2020,13.943
21-05-2020,2.201
21-05-2020,56.485
21-05-2020,39.714
21-05-2020,259.778
21-05-2020,71.431
21-05-2020,24.664
21-05-2020,5351.5
21-05-2020,5.519
21-05-2020,184.418
21-05-2020,8.034
21-05-2020,6.607
21-05-2020,40.871
21-05-2020,36.659
21-05-2020,52.383
21-05-2020,56.359
21-05-2020,68.488
21-05-2020,2.987
21-05-2020,40.615
21-05-2020,25.78
21-05-2020,343
21-05-2020,7.722
21-05-2020,11.977
21-05-2020,76.206
21-05-2020,10.289
21-05-2020,3.591
21-05-2020,689.889
21-05-2020,1510.25
21-05-2020,20.647
21-05-2020,609.427
21-05-2020,86.384
21-05-2020,70.867
21-05-2020,8.176
21-05-2020,114.257
21-05-2020,1680
21-05-2020,2952.353
21-05-2020,24.529
21-05-2020,605.231
21-05-2020,23.347
21-05-2020,19.737
21-05-2020,52.574
21-05-2020,31.126
21-05-2020,17.384
21-05-2020,17.47
21-05-2020,183.556
21-05-2020,10.228
21-05-2020,344.273
22-05-2020,2031.141
22-05-2020,119.685
22-05-2020,23.6
22-05-2020,6.57
22-05-2020,14.658
22-05-2020,57.264
22-05-2020,2.916
22-05-2020,30.471
22-05-2020,21.302
22-05-2020,4.897
22-05-2020,21.404
22-05-2020,521.5
22-05-2020,164.051
22-05-2020,848.75
22-05-2020,114.397
22-05-2020,171.149
22-05-2020,5.562
22-05-2020,39.102
22-05-2020,186.833
22-05-2020,190.378
22-05-2020,63.06
22-05-2020,87.16
22-05-2020,82.983
22-05-2020,92.634
22-05-2020,21.637
22-05-2020,336.675
22-05-2020,5.296
22-05-2020,109.452
22-05-2020,2044
22-05-2020,18.628
22-05-2020,8.881
22-05-2020,7.112
22-05-2020,43.297
22-05-2020,62.826
22-05-2020,343.189
22-05-2020,90.244
22-05-2020,53.511
22-05-2020,63.56
22-05-2020,132.541
22-05-2020,108.194
22-05-2020,64.047
22-05-2020,45.749
22-05-2020,4.364
22-05-2020,173.556
22-05-2020,183
22-05-2020,515.639
22-05-2020,103.815
22-05-2020,19.84
22-05-2020,10.56
22-05-2020,93.333
22-05-2020,280.933
22-05-2020,14.897
22-05-2020,133
22-05-2020,13.108
22-05-2020,2.149
22-05-2020,69.177
22-05-2020,45.128
22-05-2020,235.667
22-05-2020,315
22-05-2020,81.249
22-05-2020,24.56
22-05-2020,5175.333
22-05-2020,5.452
22-05-2020,209.247
22-05-2020,7.535
22-05-2020,7
22-05-2020,48.915
22-05-2020,36.739
22-05-2020,52.968
22-05-2020,56.684
22-05-2020,62.297
22-05-2020,3.128
22-05-2020,43.381
22-05-2020,26.741
22-05-2020,296.121
22-05-2020,7.502
22-05-2020,11.82
22-05-2020,75.459
22-05-2020,11.06
22-05-2020,4.78
22-05-2020,671.16
22-05-2020,1855
22-05-2020,18.987
22-05-2020,606.911
22-05-2020,65.48
22-05-2020,69.515
22-05-2020,7.795
22-05-2020,112.394
22-05-2020,1547
22-05-2020,2623.526
22-05-2020,26.853
22-05-2020,518.5
22-05-2020,25.015
22-05-2020,19.438
22-05-2020,49.936
22-05-2020,31.949
22-05-2020,17.845
22-05-2020,17.677
22-05-2020,173.04
22-05-2020,19.811
22-05-2020,271
23-05-2020,2323.816
23-05-2020,133
23-05-2020,25.32
23-05-2020,6.65
23-05-2020,14.944
23-05-2020,57.568
23-05-2020,2.773
23-05-2020,32.33
23-05-2020,20.559
23-05-2020,4.795
23-05-2020,19.176
23-05-2020,402
23-05-2020,159.803
23-05-2020,849.059
23-05-2020,115.388
23-05-2020,185.317
23-05-2020,6.515
23-05-2020,36.78
23-05-2020,186.951
23-05-2020,184.493
23-05-2020,68.369
23-05-2020,93.385
23-05-2020,88.705
23-05-2020,89.452
23-05-2020,21.3
23-05-2020,424
23-05-2020,5.116
23-05-2020,115.967
23-05-2020,1967
23-05-2020,17.888
23-05-2020,9.373
23-05-2020,7.232
23-05-2020,44.76
23-05-2020,60.684
23-05-2020,369.406
23-05-2020,93.511
23-05-2020,55.449
23-05-2020,53.455
23-05-2020,136.231
23-05-2020,94.02
23-05-2020,63.071
23-05-2020,41.576
23-05-2020,4.093
23-05-2020,174.533
23-05-2020,172.375
23-05-2020,504.259
23-05-2020,119.724
23-05-2020,20.729
23-05-2020,8.8
23-05-2020,61.526
23-05-2020,235.22
23-05-2020,13.568
23-05-2020,148.544
23-05-2020,16.917
23-05-2020,2.11
23-05-2020,71.41
23-05-2020,49.156
23-05-2020,244.632
23-05-2020,196
23-05-2020,70.849
23-05-2020,24.346
23-05-2020,5024.833
23-05-2020,5.72
23-05-2020,171.438
23-05-2020,7.437
23-05-2020,7.364
23-05-2020,56.886
23-05-2020,36.78
23-05-2020,52.743
23-05-2020,57.452
23-05-2020,58.152
23-05-2020,2.902
23-05-2020,45.36
23-05-2020,27.816
23-05-2020,260.029
23-05-2020,6.317
23-05-2020,12.2
23-05-2020,67.348
23-05-2020,11.545
23-05-2020,5.964
23-05-2020,693.609
23-05-2020,1799
23-05-2020,18.908
23-05-2020,581.383
23-05-2020,66.573
23-05-2020,74.842
23-05-2020,7.741
23-05-2020,130.679
23-05-2020,1498
23-05-2020,3417.867
23-05-2020,34.79
23-05-2020,527.154
23-05-2020,27.111
23-05-2020,20.252
23-05-2020,48.455
23-05-2020,31.567
23-05-2020,18.163
23-05-2020,18.149
23-05-2020,236
23-05-2020,17.417
23-05-2020,218.5
24-05-2020,2609.6
24-05-2020,147.367
24-05-2020,21.593
24-05-2020,6.156
24-05-2020,14.977
24-05-2020,56.448
24-05-2020,2.677
24-05-2020,43.244
24-05-2020,20.441
24-05-2020,4.518
24-05-2020,16.846
24-05-2020,400.105
24-05-2020,168.71
24-05-2020,1087.692
24-05-2020,108.637
24-05-2020,192.459
24-05-2020,5.591
24-05-2020,31.159
24-05-2020,153.451
24-05-2020,126.372
24-05-2020,72.234
24-05-2020,98.495
24-05-2020,93.463
24-05-2020,90.032
24-05-2020,24.444
24-05-2020,446.281
24-05-2020,4.571
24-05-2020,119.784
24-05-2020,987
24-05-2020,17.483
24-05-2020,8.344
24-05-2020,7.508
24-05-2020,36.792
24-05-2020,56.996
24-05-2020,444.927
24-05-2020,96.792
24-05-2020,58.104
24-05-2020,53.242
24-05-2020,151.966
24-05-2020,100.932
24-05-2020,59.941
24-05-2020,42.948
24-05-2020,3.995
24-05-2020,217.286
24-05-2020,175
24-05-2020,471.476
24-05-2020,114.8
24-05-2020,21.43
24-05-2020,11.2
24-05-2020,69.611
24-05-2020,205.818
24-05-2020,16.116
24-05-2020,157.222
24-05-2020,11.631
24-05-2020,2.13
24-05-2020,79.589
24-05-2020,62.821
24-05-2020,262.684
24-05-2020,161
24-05-2020,70.502
24-05-2020,24.148
24-05-2020,5943
24-05-2020,5.504
24-05-2020,173.5
24-05-2020,6.934
24-05-2020,6.739
24-05-2020,65.139
24-05-2020,35.457
24-05-2020,50.453
24-05-2020,55.045
24-05-2020,54.71
24-05-2020,2.72
24-05-2020,50.366
24-05-2020,28.17
24-05-2020,252.778
24-05-2020,6.62
24-05-2020,13.488
24-05-2020,61.379
24-05-2020,10.922
24-05-2020,6.576
24-05-2020,1420.364
24-05-2020,2586.5
24-05-2020,17.599
24-05-2020,500.75
24-05-2020,69.541
24-05-2020,80.961
24-05-2020,7.913
24-05-2020,164.294
24-05-2020,1491
24-05-2020,4293.917
24-05-2020,55.16
24-05-2020,509.385
24-05-2020,27.204
24-05-2020,21.244
24-05-2020,46.58
24-05-2020,31.047
24-05-2020,18.797
24-05-2020,18.608
24-05-2020,149.258
24-05-2020,18.095
24-05-2020,249.083
25-05-2020,2846.375
25-05-2020,138.477
25-05-2020,18.722
25-05-2020,5.986
25-05-2020,15.287
25-05-2020,56.19
25-05-2020,2.755
25-05-2020,43.449
25-05-2020,20.66
25-05-2020,4.227
25-05-2020,21.393
25-05-2020,422.333
25-05-2020,165.87
25-05-2020,788.421
25-05-2020,98.145
25-05-2020,198.538
25-05-2020,6.286
25-05-2020,29.711
25-05-2020,165.429
25-05-2020,93.668
25-05-2020,85.147
25-05-2020,98.848
25-05-2020,93.103
25-05-2020,93.174
25-05-2020,20.084
25-05-2020,530.727
25-05-2020,3.782
25-05-2020,123.878
25-05-2020,948.5
25-05-2020,17.124
25-05-2020,8.442
25-05-2020,7.565
25-05-2020,37.13
25-05-2020,56.93
25-05-2020,331.311
25-05-2020,99.681
25-05-2020,58.77
25-05-2020,60.594
25-05-2020,144.21
25-05-2020,81.667
25-05-2020,62.682
25-05-2020,52.361
25-05-2020,3.952
25-05-2020,273
25-05-2020,169.4
25-05-2020,447.915
25-05-2020,145.511
25-05-2020,20.473
25-05-2020,8.287
25-05-2020,107.692
25-05-2020,172.687
25-05-2020,14
25-05-2020,173.035
25-05-2020,15.88
25-05-2020,2.149
25-05-2020,100.648
25-05-2020,44.333
25-05-2020,369.5
25-05-2020,141.4
25-05-2020,69.953
25-05-2020,23.815
25-05-2020,5748.4
25-05-2020,5.499
25-05-2020,170.5
25-05-2020,6.772
25-05-2020,6.019
25-05-2020,63
25-05-2020,34.306
25-05-2020,46.908
25-05-2020,51.315
25-05-2020,57.147
25-05-2020,2.771
25-05-2020,53.017
25-05-2020,28.827
25-05-2020,235.8
25-05-2020,6.776
25-05-2020,12.877
25-05-2020,63.676
25-05-2020,11.257
25-05-2020,7.751
25-05-2020,1003.333
25-05-2020,1600.667
25-05-2020,17.22
25-05-2020,498.092
25-05-2020,81.528
25-05-2020,67.681
25-05-2020,8.106
25-05-2020,165.933
25-05-2020,1449
25-05-2020,3783
25-05-2020,44.975
25-05-2020,445
25-05-2020,27.545
25-05-2020,21.881
25-05-2020,43.556
25-05-2020,36.606
25-05-2020,18.503
25-05-2020,18.789
25-05-2020,122.4
25-05-2020,28.126
25-05-2020,266
26-05-2020,3488.897
26-05-2020,138.4
26-05-2020,19.133
26-05-2020,5.535
26-05-2020,14.854
26-05-2020,55.986
26-05-2020,2.535
26-05-2020,46.103
26-05-2020,21.34
26-05-2020,3.72
26-05-2020,19.48
26-05-2020,492.625
26-05-2020,168.106
26-05-2020,765.45
26-05-2020,110.56
26-05-2020,207.544
26-05-2020,5.599
26-05-2020,29.596
26-05-2020,217.7
26-05-2020,79.079
26-05-2020,84.224
26-05-2020,104.791
26-05-2020,98.032
26-05-2020,97.118
26-05-2020,16.74
26-05-2020,543.261
26-05-2020,3.426
26-05-2020,128.214
26-05-2020,994
26-05-2020,16.316
26-05-2020,8.545
26-05-2020,7.938
26-05-2020,37.974
26-05-2020,60.723
26-05-2020,299.142
26-05-2020,101.919
26-05-2020,59.375
26-05-2020,59.111
26-05-2020,152.481
26-05-2020,79.442
26-05-2020,60.507
26-05-2020,46.735
26-05-2020,3.746
26-05-2020,265.825
26-05-2020,156.1
26-05-2020,425.648
26-05-2020,154.304
26-05-2020,19.692
26-05-2020,8.4
26-05-2020,51.032
26-05-2020,121.191
26-05-2020,14.509
26-05-2020,178.302
26-05-2020,19.385
26-05-2020,2.155
26-05-2020,105.169
26-05-2020,39.047
26-05-2020,467.25
26-05-2020,149.8
26-05-2020,70.661
26-05-2020,23.217
26-05-2020,27062
26-05-2020,5.232
26-05-2020,173.709
26-05-2020,6.595
26-05-2020,5.804
26-05-2020,65.545
26-05-2020,32.573
26-05-2020,49.517
26-05-2020,54.088
26-05-2020,56.749
26-05-2020,2.629
26-05-2020,51.043
26-05-2020,29.291
26-05-2020,207.846
26-05-2020,6.767
26-05-2020,11.814
26-05-2020,66.982
26-05-2020,12.459
26-05-2020,8.366
26-05-2020,907.375
26-05-2020,2313.5
26-05-2020,16.344
26-05-2020,467.905
26-05-2020,73.691
26-05-2020,57.437
26-05-2020,8.506
26-05-2020,163.96
26-05-2020,1526
26-05-2020,4954.091
26-05-2020,65.625
26-05-2020,634.375
26-05-2020,27.433
26-05-2020,23.498
26-05-2020,42.751
26-05-2020,37.231
26-05-2020,19.054
26-05-2020,18.591
26-05-2020,86.24
26-05-2020,30.818
26-05-2020,183.4
27-05-2020,3488.477
27-05-2020,162.983
27-05-2020,19.355
27-05-2020,5.383
27-05-2020,15.058
27-05-2020,58.845
27-05-2020,2.447
27-05-2020,48.5
27-05-2020,20.678
27-05-2020,3.694
27-05-2020,17.003
27-05-2020,603.75
27-05-2020,141.013
27-05-2020,760.333
27-05-2020,113.007
27-05-2020,227.299
27-05-2020,6.506
27-05-2020,31.281
27-05-2020,198.279
27-05-2020,76.958
27-05-2020,77.367
27-05-2020,113.789
27-05-2020,105.543
27-05-2020,111.906
27-05-2020,15.803
27-05-2020,515.442
27-05-2020,3.548
27-05-2020,139.641
27-05-2020,959
27-05-2020,16.211
27-05-2020,8.862
27-05-2020,8.407
27-05-2020,33.002
27-05-2020,59.731
27-05-2020,323.047
27-05-2020,112.949
27-05-2020,65.44
27-05-2020,51.705
27-05-2020,146.158
27-05-2020,76.553
27-05-2020,59.445
27-05-2020,46.582
27-05-2020,3.895
27-05-2020,263.439
27-05-2020,183.556
27-05-2020,463
27-05-2020,183.514
27-05-2020,21
27-05-2020,7.108
27-05-2020,56.7
27-05-2020,86.113
27-05-2020,15.234
27-05-2020,221.5
27-05-2020,16.436
27-05-2020,2.133
27-05-2020,116.801
27-05-2020,38.239
27-05-2020,455
27-05-2020,123.2
27-05-2020,61.581
27-05-2020,23.323
27-05-2020,24899
27-05-2020,5.307
27-05-2020,161
27-05-2020,6.425
27-05-2020,5.649
27-05-2020,108.646
27-05-2020,29.913
27-05-2020,48.364
27-05-2020,53.426
27-05-2020,58.022
27-05-2020,2.65
27-05-2020,52.568
27-05-2020,29.814
27-05-2020,296.258
27-05-2020,7.085
27-05-2020,12.572
27-05-2020,66.004
27-05-2020,14.047
27-05-2020,9.237
27-05-2020,774.278
27-05-2020,4347
27-05-2020,18.281
27-05-2020,462.813
27-05-2020,74.259
27-05-2020,39.866
27-05-2020,8.654
27-05-2020,171.818
27-05-2020,1477
27-05-2020,5089.636
27-05-2020,72.377
27-05-2020,649
27-05-2020,27.745
27-05-2020,23.634
27-05-2020,41.053
27-05-2020,38.896
27-05-2020,19.784
27-05-2020,18.55
27-05-2020,91.686
27-05-2020,35.568
27-05-2020,163.8
28-05-2020,3829.35
28-05-2020,176.371
28-05-2020,20.326
28-05-2020,5.336
28-05-2020,14.762
28-05-2020,71.332
28-05-2020,2.423
28-05-2020,60.016
28-05-2020,27.707
28-05-2020,3.633
28-05-2020,15.228
28-05-2020,662.9
28-05-2020,137.824
28-05-2020,936.353
28-05-2020,121.263
28-05-2020,253.388
28-05-2020,5.972
28-05-2020,31.578
28-05-2020,189
28-05-2020,79.129
28-05-2020,71.237
28-05-2020,146.017
28-05-2020,135.331
28-05-2020,129.197
28-05-2020,17.331
28-05-2020,497.925
28-05-2020,3.243
28-05-2020,151.44
28-05-2020,1099
28-05-2020,16.231
28-05-2020,8.529
28-05-2020,8.914
28-05-2020,28.933
28-05-2020,56.244
28-05-2020,274.423
28-05-2020,116.489
28-05-2020,66.631
28-05-2020,58.1
28-05-2020,169.233
28-05-2020,86.868
28-05-2020,61.389
28-05-2020,39.973
28-05-2020,3.733
28-05-2020,265.488
28-05-2020,53.2
28-05-2020,509.6
28-05-2020,266.7
28-05-2020,20.385
28-05-2020,7.261
28-05-2020,65.414
28-05-2020,80.477
28-05-2020,17.694
28-05-2020,319.75
28-05-2020,17.391
28-05-2020,2.112
28-05-2020,143.575
28-05-2020,38.845
28-05-2020,831
28-05-2020,114.333
28-05-2020,50.172
28-05-2020,24.005
28-05-2020,22295
28-05-2020,4.814
28-05-2020,164.043
28-05-2020,5.975
28-05-2020,5.097
28-05-2020,106.647
28-05-2020,28.586
28-05-2020,49.049
28-05-2020,54.681
28-05-2020,56.987
28-05-2020,2.662
28-05-2020,55.954
28-05-2020,30.229
28-05-2020,308.438
28-05-2020,7.527
28-05-2020,12.273
28-05-2020,68.369
28-05-2020,15.561
28-05-2020,10.054
28-05-2020,686
28-05-2020,1390.667
28-05-2020,16.422
28-05-2020,340.982
28-05-2020,64.64
28-05-2020,26.651
28-05-2020,8.752
28-05-2020,258.66
28-05-2020,2826.95
28-05-2020,71.4
28-05-2020,705.833
28-05-2020,27.492
28-05-2020,24.258
28-05-2020,41.927
28-05-2020,42.212
28-05-2020,20.878
28-05-2020,18.925
28-05-2020,88.789
28-05-2020,25.044
28-05-2020,16.167
29-05-2020,3288.986
29-05-2020,207.645
29-05-2020,18.637
29-05-2020,5.353
29-05-2020,14.513
29-05-2020,66.109
29-05-2020,2.146
29-05-2020,68.885
29-05-2020,26.595
29-05-2020,3.556
29-05-2020,10.517
29-05-2020,700
29-05-2020,139.907
29-05-2020,906.5
29-05-2020,110.44
29-05-2020,277.136
29-05-2020,5.731
29-05-2020,30.224
29-05-2020,177.882
29-05-2020,65.787
29-05-2020,73.304
29-05-2020,56.309
29-05-2020,52.021
29-05-2020,120.292
29-05-2020,24.718
29-05-2020,507.302
29-05-2020,3.161
29-05-2020,149.405
29-05-2020,1120
29-05-2020,16.143
29-05-2020,8.291
29-05-2020,9.144
29-05-2020,25.838
29-05-2020,58.753
29-05-2020,168.231
29-05-2020,117.149
29-05-2020,66.231
29-05-2020,72.8
29-05-2020,184.243
29-05-2020,93.515
29-05-2020,63.696
29-05-2020,37.187
29-05-2020,3.887
29-05-2020,293.417
29-05-2020,52.294
29-05-2020,565.306
29-05-2020,321.25
29-05-2020,20.378
29-05-2020,7.502
29-05-2020,14.374
29-05-2020,80.991
29-05-2020,17.323
29-05-2020,506.059
29-05-2020,28.412
29-05-2020,2.121
29-05-2020,154.308
29-05-2020,38.746
29-05-2020,934
29-05-2020,162.75
29-05-2020,38.986
29-05-2020,25.945
29-05-2020,8.858
29-05-2020,136.158
29-05-2020,5.552
29-05-2020,4.62
29-05-2020,85.422
29-05-2020,24.042
29-05-2020,51.333
29-05-2020,57.378
29-05-2020,55.792
29-05-2020,2.63
29-05-2020,57.051
29-05-2020,31.115
29-05-2020,332.379
29-05-2020,8.072
29-05-2020,12.407
29-05-2020,77.257
29-05-2020,17.293
29-05-2020,11.006
29-05-2020,790.611
29-05-2020,821.8
29-05-2020,16.591
29-05-2020,301.646
29-05-2020,83.081
29-05-2020,23.402
29-05-2020,9.053
29-05-2020,262.637
29-05-2020,2055.75
29-05-2020,58.882
29-05-2020,213.182
29-05-2020,26.493
29-05-2020,26.208
29-05-2020,44.65
29-05-2020,46.065
29-05-2020,21.751
29-05-2020,20.117
29-05-2020,95.629
29-05-2020,30.602
29-05-2020,17
30-05-2020,3029.205
30-05-2020,196.481
30-05-2020,16.226
30-05-2020,4.936
30-05-2020,14.23
30-05-2020,70.972
30-05-2020,2.232
30-05-2020,82.769
30-05-2020,29.157
30-05-2020,3.683
30-05-2020,8.793
30-05-2020,2639
30-05-2020,126
30-05-2020,1140
30-05-2020,107.358
30-05-2020,247.526
30-05-2020,5.392
30-05-2020,30.278
30-05-2020,178.096
30-05-2020,49.824
30-05-2020,73.808
30-05-2020,54.381
30-05-2020,50.217
30-05-2020,118.908
30-05-2020,20.271
30-05-2020,703.306
30-05-2020,2.903
30-05-2020,189.875
30-05-2020,1137.5
30-05-2020,15.963
30-05-2020,9.216
30-05-2020,8.971
30-05-2020,21.385
30-05-2020,69.149
30-05-2020,104.246
30-05-2020,120.733
30-05-2020,66.921
30-05-2020,79.032
30-05-2020,139.869
30-05-2020,71.933
30-05-2020,61.948
30-05-2020,32.711
30-05-2020,3.89
30-05-2020,303.676
30-05-2020,42.304
30-05-2020,579.19
30-05-2020,316.129
30-05-2020,19.325
30-05-2020,8.624
30-05-2020,8.466
30-05-2020,77.141
30-05-2020,16.893
30-05-2020,518.875
30-05-2020,13.608
30-05-2020,2.122
30-05-2020,173.919
30-05-2020,33.1
30-05-2020,304.043
30-05-2020,175
30-05-2020,31.279
30-05-2020,26.779
30-05-2020,8.574
30-05-2020,175.343
30-05-2020,5.089
30-05-2020,4.032
30-05-2020,67.696
30-05-2020,17.626
30-05-2020,53.127
30-05-2020,58.41
30-05-2020,54.877
30-05-2020,2.671
30-05-2020,50.593
30-05-2020,32.004
30-05-2020,291.118
30-05-2020,8.489
30-05-2020,13.637
30-05-2020,86.567
30-05-2020,18.703
30-05-2020,11.75
30-05-2020,834.647
30-05-2020,806.4
30-05-2020,15.087
30-05-2020,303.46
30-05-2020,77.885
30-05-2020,22.129
30-05-2020,8.948
30-05-2020,221.917
30-05-2020,1386
30-05-2020,1594.639
30-05-2020,57.185
30-05-2020,191.13
30-05-2020,25.712
30-05-2020,26.499
30-05-2020,45.568
30-05-2020,50.073
30-05-2020,22.032
30-05-2020,20.113
30-05-2020,86.444
30-05-2020,42.255
30-05-2020,21.067
31-05-2020,2908.544
31-05-2020,202.061
31-05-2020,17.881
31-05-2020,5.216
31-05-2020,14.387
31-05-2020,74.535
31-05-2020,1.894
31-05-2020,69.067
31-05-2020,31.442
31-05-2020,3.756
31-05-2020,8.309
31-05-2020,1640.333
31-05-2020,122.649
31-05-2020,982.625
31-05-2020,115.912
31-05-2020,258.206
31-05-2020,5.567
31-05-2020,23.908
31-05-2020,207.773
31-05-2020,49.984
31-05-2020,67.368
31-05-2020,41.674
31-05-2020,38.485
31-05-2020,126.608
31-05-2020,15.374
31-05-2020,680.974
31-05-2020,3.124
31-05-2020,183
31-05-2020,1141
31-05-2020,15.785
31-05-2020,10.863
31-05-2020,8.774
31-05-2020,21.407
31-05-2020,73.631
31-05-2020,101.848
31-05-2020,129.375
31-05-2020,70.42
31-05-2020,79.484
31-05-2020,127.884
31-05-2020,63.907
31-05-2020,61.382
31-05-2020,27.698
31-05-2020,3.889
31-05-2020,527.579
31-05-2020,36.527
31-05-2020,656.963
31-05-2020,380.692
31-05-2020,19.305
31-05-2020,7.813
31-05-2020,10.071
31-05-2020,78.856
31-05-2020,14.474
31-05-2020,897.556
31-05-2020,14.492
31-05-2020,2.094
31-05-2020,177.152
31-05-2020,31.776
31-05-2020,327.174
31-05-2020,217
31-05-2020,25.421
31-05-2020,28.393
31-05-2020,7.682
31-05-2020,172.735
31-05-2020,4.929
31-05-2020,3.745
31-05-2020,45.561
31-05-2020,16.423
31-05-2020,50.883
31-05-2020,56.101
31-05-2020,55.745
31-05-2020,2.6
31-05-2020,55.418
31-05-2020,32.586
31-05-2020,282.059
31-05-2020,8.814
31-05-2020,12.923
31-05-2020,95.457
31-05-2020,20.926
31-05-2020,13
31-05-2020,812.824
31-05-2020,805
31-05-2020,14.679
31-05-2020,314.496
31-05-2020,82.773
31-05-2020,19.814
31-05-2020,8.688
31-05-2020,223.008
31-05-2020,1442
31-05-2020,1412.293
31-05-2020,55.533
31-05-2020,217
31-05-2020,144.5
31-05-2020,27.9
31-05-2020,25.383
31-05-2020,47.623
31-05-2020,54.512
31-05-2020,21.938
31-05-2020,20.275
31-05-2020,102.053
31-05-2020,41.796
31-05-2020,21.356
01-06-2020,2651.372
01-06-2020,228.966
01-06-2020,17.379
01-06-2020,4.965
01-06-2020,14.214
01-06-2020,72.258
01-06-2020,1.954
01-06-2020,89.425
01-06-2020,34.163
01-06-2020,3.638
01-06-2020,7.291
01-06-2020,2135
01-06-2020,109.51
01-06-2020,1677.667
01-06-2020,119.066
01-06-2020,256.463
01-06-2020,4.773
01-06-2020,27.895
01-06-2020,187.935
01-06-2020,48.347
01-06-2020,61.85
01-06-2020,34.596
01-06-2020,31.876
01-06-2020,122.061
01-06-2020,12.092
01-06-2020,702.154
01-06-2020,3.216
01-06-2020,194.542
01-06-2020,1036
01-06-2020,15.547
01-06-2020,11.643
01-06-2020,8.687
01-06-2020,23.089
01-06-2020,69.262
01-06-2020,101.47
01-06-2020,135.363
01-06-2020,73.51
01-06-2020,77
01-06-2020,130.343
01-06-2020,65.611
01-06-2020,56.393
01-06-2020,24.172
01-06-2020,4.043
01-06-2020,523.895
01-06-2020,31.457
01-06-2020,672.404
01-06-2020,360.5
01-06-2020,19.25
01-06-2020,10.156
01-06-2020,10.622
01-06-2020,82.524
01-06-2020,14
01-06-2020,952.875
01-06-2020,12.16
01-06-2020,2.117
01-06-2020,185.425
01-06-2020,36.283
01-06-2020,294
01-06-2020,284.667
01-06-2020,20.906
01-06-2020,31.059
01-06-2020,7.835
01-06-2020,140.137
01-06-2020,4.809
01-06-2020,3.551
01-06-2020,45.331
01-06-2020,14.475
01-06-2020,55.991
01-06-2020,61.765
01-06-2020,51.282
01-06-2020,2.533
01-06-2020,55.652
01-06-2020,32.447
01-06-2020,227.419
01-06-2020,9.073
01-06-2020,13.298
01-06-2020,108.375
01-06-2020,22.583
01-06-2020,13.891
01-06-2020,1443.615
01-06-2020,981.75
01-06-2020,14.452
01-06-2020,302.98
01-06-2020,70.477
01-06-2020,20.815
01-06-2020,8.988
01-06-2020,194.778
01-06-2020,1407
01-06-2020,1482.385
01-06-2020,56.574
01-06-2020,203
01-06-2020,138.115
01-06-2020,30.494
01-06-2020,23.945
01-06-2020,51.555
01-06-2020,49.905
01-06-2020,22.761
01-06-2020,20.307
01-06-2020,108.37
01-06-2020,41.387
01-06-2020,24.156
02-06-2020,2350.779
02-06-2020,221.529
02-06-2020,16.906
02-06-2020,5.344
02-06-2020,14.386
02-06-2020,86.724
02-06-2020,1.949
02-06-2020,100.975
02-06-2020,36.914
02-06-2020,3.583
02-06-2020,5.727
02-06-2020,1806
02-06-2020,88.015
02-06-2020,1196.417
02-06-2020,123.698
02-06-2020,252.583
02-06-2020,5.269
02-06-2020,28.269
02-06-2020,180.935
02-06-2020,48.244
02-06-2020,57.885
02-06-2020,33.962
02-06-2020,31.139
02-06-2020,127.86
02-06-2020,13.612
02-06-2020,683.278
02-06-2020,3.105
02-06-2020,158.06
02-06-2020,871.5
02-06-2020,15.751
02-06-2020,11.848
02-06-2020,8.304
02-06-2020,23.755
02-06-2020,62.154
02-06-2020,83.61
02-06-2020,138.982
02-06-2020,73.725
02-06-2020,77.875
02-06-2020,131.906
02-06-2020,65.85
02-06-2020,60.092
02-06-2020,25.419
02-06-2020,4.166
02-06-2020,445.773
02-06-2020,32.065
02-06-2020,806.14
02-06-2020,370.462
02-06-2020,16.924
02-06-2020,8.923
02-06-2020,8.817
02-06-2020,107.593
02-06-2020,12.839
02-06-2020,915.25
02-06-2020,12.352
02-06-2020,2.092
02-06-2020,243.465
02-06-2020,49
02-06-2020,339.36
02-06-2020,204.75
